date,ticker,expiry,side,strike,volume
2026-07-02,KO,2026-07-31,CALL,79.0,1.0
2026-07-02,KO,2026-07-31,CALL,80.0,13.0
2026-07-02,KO,2026-07-31,CALL,81.0,39.0
2026-07-02,KO,2026-07-31,CALL,82.0,43.0
2026-07-02,KO,2026-07-31,CALL,83.0,37.0
2026-07-02,KO,2026-07-31,CALL,84.0,41.0
2026-07-02,KO,2026-07-31,CALL,85.0,12.0
2026-07-02,KO,2026-07-31,CALL,86.0,10.0
2026-07-02,KO,2026-07-31,CALL,87.0,2.0
2026-07-02,KO,2026-07-31,CALL,88.0,7.0
2026-07-02,KO,2026-07-31,CALL,89.0,1.0
2026-07-02,KO,2026-07-31,CALL,90.0,1.0
2026-07-02,KO,2026-07-31,CALL,91.0,25.0
2026-07-02,KO,2026-07-31,CALL,95.0,
2026-07-02,KO,2026-07-31,PUT,65.0,34.0
2026-07-02,KO,2026-07-31,PUT,69.0,
2026-07-02,KO,2026-07-31,PUT,70.0,2.0
2026-07-02,KO,2026-07-31,PUT,71.0,20.0
2026-07-02,KO,2026-07-31,PUT,72.0,1.0
2026-07-02,KO,2026-07-31,PUT,73.0,1.0
2026-07-02,KO,2026-07-31,PUT,74.0,6.0
2026-07-02,KO,2026-07-31,PUT,75.0,5.0
2026-07-02,KO,2026-07-31,PUT,76.0,17.0
2026-07-02,KO,2026-07-31,PUT,77.0,240.0
2026-07-02,KO,2026-07-31,PUT,78.0,74.0
2026-07-02,KO,2026-07-31,PUT,79.0,23.0
2026-07-02,KO,2026-07-31,PUT,80.0,12.0
2026-07-02,KO,2026-07-31,PUT,81.0,39.0
2026-07-02,KO,2026-07-31,PUT,82.0,30.0
2026-07-02,KO,2026-07-31,PUT,83.0,10.0
2026-07-02,KO,2026-07-31,PUT,84.0,1.0
2026-07-02,MA,2026-07-31,CALL,385.0,
2026-07-02,MA,2026-07-31,CALL,415.0,2.0
2026-07-02,MA,2026-07-31,CALL,420.0,16.0
2026-07-02,MA,2026-07-31,CALL,425.0,2.0
2026-07-02,MA,2026-07-31,CALL,430.0,18.0
2026-07-02,MA,2026-07-31,CALL,445.0,
2026-07-02,MA,2026-07-31,CALL,450.0,
2026-07-02,MA,2026-07-31,CALL,460.0,1.0
2026-07-02,MA,2026-07-31,CALL,465.0,1.0
2026-07-02,MA,2026-07-31,CALL,480.0,2.0
2026-07-02,MA,2026-07-31,CALL,485.0,20.0
2026-07-02,MA,2026-07-31,CALL,490.0,2.0
2026-07-02,MA,2026-07-31,CALL,495.0,4.0
2026-07-02,MA,2026-07-31,CALL,500.0,14.0
2026-07-02,MA,2026-07-31,CALL,505.0,3.0
2026-07-02,MA,2026-07-31,CALL,510.0,5.0
2026-07-02,MA,2026-07-31,CALL,515.0,6.0
2026-07-02,MA,2026-07-31,CALL,520.0,36.0
2026-07-02,MA,2026-07-31,CALL,525.0,9.0
2026-07-02,MA,2026-07-31,CALL,530.0,21.0
2026-07-02,MA,2026-07-31,CALL,535.0,14.0
2026-07-02,MA,2026-07-31,CALL,540.0,19.0
2026-07-02,MA,2026-07-31,CALL,545.0,5.0
2026-07-02,MA,2026-07-31,CALL,550.0,17.0
2026-07-02,MA,2026-07-31,CALL,555.0,10.0
2026-07-02,MA,2026-07-31,CALL,560.0,1.0
2026-07-02,MA,2026-07-31,CALL,565.0,60.0
2026-07-02,MA,2026-07-31,CALL,570.0,48.0
2026-07-02,MA,2026-07-31,CALL,575.0,29.0
2026-07-02,MA,2026-07-31,CALL,585.0,2.0
2026-07-02,MA,2026-07-31,CALL,590.0,
2026-07-02,MA,2026-07-31,CALL,595.0,4.0
2026-07-02,MA,2026-07-31,CALL,600.0,1.0
2026-07-02,MA,2026-07-31,PUT,320.0,4.0
2026-07-02,MA,2026-07-31,PUT,395.0,
2026-07-02,MA,2026-07-31,PUT,400.0,
2026-07-02,MA,2026-07-31,PUT,420.0,2.0
2026-07-02,MA,2026-07-31,PUT,425.0,6.0
2026-07-02,MA,2026-07-31,PUT,430.0,1.0
2026-07-02,MA,2026-07-31,PUT,435.0,1.0
2026-07-02,MA,2026-07-31,PUT,440.0,6.0
2026-07-02,MA,2026-07-31,PUT,445.0,10.0
2026-07-02,MA,2026-07-31,PUT,450.0,6.0
2026-07-02,MA,2026-07-31,PUT,455.0,8.0
2026-07-02,MA,2026-07-31,PUT,460.0,4.0
2026-07-02,MA,2026-07-31,PUT,465.0,8.0
2026-07-02,MA,2026-07-31,PUT,470.0,1.0
2026-07-02,MA,2026-07-31,PUT,475.0,3.0
2026-07-02,MA,2026-07-31,PUT,480.0,3.0
2026-07-02,MA,2026-07-31,PUT,485.0,16.0
2026-07-02,MA,2026-07-31,PUT,490.0,5.0
2026-07-02,MA,2026-07-31,PUT,495.0,28.0
2026-07-02,MA,2026-07-31,PUT,500.0,15.0
2026-07-02,MA,2026-07-31,PUT,505.0,21.0
2026-07-02,MA,2026-07-31,PUT,510.0,16.0
2026-07-02,MA,2026-07-31,PUT,520.0,4.0
2026-07-02,MA,2026-07-31,PUT,535.0,6.0
2026-07-02,MA,2026-07-31,PUT,540.0,1.0
2026-07-02,MA,2026-07-31,PUT,545.0,2.0
2026-07-02,MA,2026-07-31,PUT,550.0,1.0
2026-07-02,MA,2026-07-31,PUT,555.0,2.0
2026-07-02,MA,2026-07-31,PUT,565.0,4.0
2026-07-02,MSFT,2026-07-31,CALL,270.0,1.0
2026-07-02,MSFT,2026-07-31,CALL,280.0,2.0
2026-07-02,MSFT,2026-07-31,CALL,290.0,1.0
2026-07-02,MSFT,2026-07-31,CALL,300.0,2.0
2026-07-02,MSFT,2026-07-31,CALL,305.0,15.0
2026-07-02,MSFT,2026-07-31,CALL,310.0,4.0
2026-07-02,MSFT,2026-07-31,CALL,315.0,4.0
2026-07-02,MSFT,2026-07-31,CALL,320.0,15.0
2026-07-02,MSFT,2026-07-31,CALL,325.0,20.0
2026-07-02,MSFT,2026-07-31,CALL,330.0,11.0
2026-07-02,MSFT,2026-07-31,CALL,335.0,5.0
2026-07-02,MSFT,2026-07-31,CALL,340.0,53.0
2026-07-02,MSFT,2026-07-31,CALL,345.0,32.0
2026-07-02,MSFT,2026-07-31,CALL,350.0,161.0
2026-07-02,MSFT,2026-07-31,CALL,355.0,272.0
2026-07-02,MSFT,2026-07-31,CALL,360.0,45.0
2026-07-02,MSFT,2026-07-31,CALL,365.0,57.0
2026-07-02,MSFT,2026-07-31,CALL,370.0,377.0
2026-07-02,MSFT,2026-07-31,CALL,375.0,293.0
2026-07-02,MSFT,2026-07-31,CALL,380.0,666.0
2026-07-02,MSFT,2026-07-31,CALL,385.0,580.0
2026-07-02,MSFT,2026-07-31,CALL,390.0,726.0
2026-07-02,MSFT,2026-07-31,CALL,395.0,176.0
2026-07-02,MSFT,2026-07-31,CALL,400.0,1808.0
2026-07-02,MSFT,2026-07-31,CALL,405.0,200.0
2026-07-02,MSFT,2026-07-31,CALL,410.0,508.0
2026-07-02,MSFT,2026-07-31,CALL,415.0,292.0
2026-07-02,MSFT,2026-07-31,CALL,420.0,991.0
2026-07-02,MSFT,2026-07-31,CALL,425.0,291.0
2026-07-02,MSFT,2026-07-31,CALL,430.0,508.0
2026-07-02,MSFT,2026-07-31,CALL,435.0,104.0
2026-07-02,MSFT,2026-07-31,CALL,440.0,312.0
2026-07-02,MSFT,2026-07-31,CALL,445.0,69.0
2026-07-02,MSFT,2026-07-31,CALL,450.0,886.0
2026-07-02,MSFT,2026-07-31,CALL,455.0,63.0
2026-07-02,MSFT,2026-07-31,CALL,460.0,248.0
2026-07-02,MSFT,2026-07-31,CALL,465.0,51.0
2026-07-02,MSFT,2026-07-31,CALL,470.0,54.0
2026-07-02,MSFT,2026-07-31,CALL,475.0,72.0
2026-07-02,MSFT,2026-07-31,CALL,480.0,267.0
2026-07-02,MSFT,2026-07-31,CALL,485.0,4.0
2026-07-02,MSFT,2026-07-31,CALL,490.0,72.0
2026-07-02,MSFT,2026-07-31,CALL,495.0,12.0
2026-07-02,MSFT,2026-07-31,CALL,500.0,227.0
2026-07-02,MSFT,2026-07-31,CALL,505.0,12.0
2026-07-02,MSFT,2026-07-31,CALL,510.0,13.0
2026-07-02,MSFT,2026-07-31,CALL,515.0,108.0
2026-07-02,MSFT,2026-07-31,CALL,520.0,72.0
2026-07-02,MSFT,2026-07-31,CALL,525.0,110.0
2026-07-02,MSFT,2026-07-31,CALL,530.0,105.0
2026-07-02,MSFT,2026-07-31,CALL,535.0,4.0
2026-07-02,MSFT,2026-07-31,CALL,540.0,4.0
2026-07-02,MSFT,2026-07-31,CALL,545.0,2.0
2026-07-02,MSFT,2026-07-31,CALL,550.0,22.0
2026-07-02,MSFT,2026-07-31,CALL,555.0,26.0
2026-07-02,MSFT,2026-07-31,CALL,560.0,8.0
2026-07-02,MSFT,2026-07-31,CALL,570.0,14.0
2026-07-02,MSFT,2026-07-31,CALL,580.0,7.0
2026-07-02,MSFT,2026-07-31,PUT,270.0,2.0
2026-07-02,MSFT,2026-07-31,PUT,280.0,3.0
2026-07-02,MSFT,2026-07-31,PUT,290.0,26.0
2026-07-02,MSFT,2026-07-31,PUT,300.0,66.0
2026-07-02,MSFT,2026-07-31,PUT,305.0,36.0
2026-07-02,MSFT,2026-07-31,PUT,310.0,70.0
2026-07-02,MSFT,2026-07-31,PUT,315.0,21.0
2026-07-02,MSFT,2026-07-31,PUT,320.0,113.0
2026-07-02,MSFT,2026-07-31,PUT,325.0,77.0
2026-07-02,MSFT,2026-07-31,PUT,330.0,244.0
2026-07-02,MSFT,2026-07-31,PUT,335.0,148.0
2026-07-02,MSFT,2026-07-31,PUT,340.0,245.0
2026-07-02,MSFT,2026-07-31,PUT,345.0,198.0
2026-07-02,MSFT,2026-07-31,PUT,350.0,449.0
2026-07-02,MSFT,2026-07-31,PUT,355.0,198.0
2026-07-02,MSFT,2026-07-31,PUT,360.0,218.0
2026-07-02,MSFT,2026-07-31,PUT,365.0,124.0
2026-07-02,MSFT,2026-07-31,PUT,370.0,161.0
2026-07-02,MSFT,2026-07-31,PUT,375.0,334.0
2026-07-02,MSFT,2026-07-31,PUT,380.0,402.0
2026-07-02,MSFT,2026-07-31,PUT,385.0,401.0
2026-07-02,MSFT,2026-07-31,PUT,390.0,359.0
2026-07-02,MSFT,2026-07-31,PUT,395.0,15.0
2026-07-02,MSFT,2026-07-31,PUT,400.0,49.0
2026-07-02,MSFT,2026-07-31,PUT,405.0,6.0
2026-07-02,MSFT,2026-07-31,PUT,410.0,2.0
2026-07-02,MSFT,2026-07-31,PUT,415.0,2.0
2026-07-02,MSFT,2026-07-31,PUT,420.0,14.0
2026-07-02,MSFT,2026-07-31,PUT,425.0,13.0
2026-07-02,MSFT,2026-07-31,PUT,430.0,12.0
2026-07-02,MSFT,2026-07-31,PUT,435.0,1.0
2026-07-02,MSFT,2026-07-31,PUT,440.0,16.0
2026-07-02,MSFT,2026-07-31,PUT,445.0,1.0
2026-07-02,MSFT,2026-07-31,PUT,450.0,20.0
2026-07-02,MSFT,2026-07-31,PUT,455.0,5.0
2026-07-02,MSFT,2026-07-31,PUT,460.0,10.0
2026-07-02,MSFT,2026-07-31,PUT,465.0,3.0
2026-07-02,MSFT,2026-07-31,PUT,470.0,1.0
2026-07-02,MSFT,2026-07-31,PUT,475.0,5.0
2026-07-02,MSFT,2026-07-31,PUT,480.0,2.0
2026-07-02,MSFT,2026-07-31,PUT,530.0,
2026-07-02,MSFT,2026-07-31,PUT,540.0,
2026-07-02,MSFT,2026-07-31,PUT,550.0,1.0
2026-07-02,NVDA,2026-07-31,CALL,50.0,1.0
2026-07-02,NVDA,2026-07-31,CALL,75.0,1.0
2026-07-02,NVDA,2026-07-31,CALL,80.0,1.0
2026-07-02,NVDA,2026-07-31,CALL,85.0,3.0
2026-07-02,NVDA,2026-07-31,CALL,90.0,2.0
2026-07-02,NVDA,2026-07-31,CALL,95.0,2.0
2026-07-02,NVDA,2026-07-31,CALL,100.0,6.0
2026-07-02,NVDA,2026-07-31,CALL,105.0,2.0
2026-07-02,NVDA,2026-07-31,CALL,110.0,26.0
2026-07-02,NVDA,2026-07-31,CALL,115.0,14.0
2026-07-02,NVDA,2026-07-31,CALL,120.0,1.0
2026-07-02,NVDA,2026-07-31,CALL,125.0,30.0
2026-07-02,NVDA,2026-07-31,CALL,130.0,1.0
2026-07-02,NVDA,2026-07-31,CALL,135.0,4.0
2026-07-02,NVDA,2026-07-31,CALL,140.0,1.0
2026-07-02,NVDA,2026-07-31,CALL,145.0,3.0
2026-07-02,NVDA,2026-07-31,CALL,150.0,179.0
2026-07-02,NVDA,2026-07-31,CALL,155.0,174.0
2026-07-02,NVDA,2026-07-31,CALL,160.0,155.0
2026-07-02,NVDA,2026-07-31,CALL,165.0,30.0
2026-07-02,NVDA,2026-07-31,CALL,170.0,37.0
2026-07-02,NVDA,2026-07-31,CALL,175.0,32.0
2026-07-02,NVDA,2026-07-31,CALL,180.0,92.0
2026-07-02,NVDA,2026-07-31,CALL,185.0,44.0
2026-07-02,NVDA,2026-07-31,CALL,190.0,273.0
2026-07-02,NVDA,2026-07-31,CALL,195.0,1446.0
2026-07-02,NVDA,2026-07-31,CALL,200.0,5568.0
2026-07-02,NVDA,2026-07-31,CALL,205.0,3394.0
2026-07-02,NVDA,2026-07-31,CALL,210.0,1827.0
2026-07-02,NVDA,2026-07-31,CALL,215.0,1794.0
2026-07-02,NVDA,2026-07-31,CALL,220.0,4614.0
2026-07-02,NVDA,2026-07-31,CALL,225.0,1235.0
2026-07-02,NVDA,2026-07-31,CALL,230.0,2326.0
2026-07-02,NVDA,2026-07-31,CALL,235.0,1441.0
2026-07-02,NVDA,2026-07-31,CALL,240.0,740.0
2026-07-02,NVDA,2026-07-31,CALL,245.0,74.0
2026-07-02,NVDA,2026-07-31,CALL,250.0,1937.0
2026-07-02,NVDA,2026-07-31,CALL,255.0,32.0
2026-07-02,NVDA,2026-07-31,CALL,260.0,85.0
2026-07-02,NVDA,2026-07-31,CALL,265.0,54.0
2026-07-02,NVDA,2026-07-31,CALL,270.0,98.0
2026-07-02,NVDA,2026-07-31,CALL,275.0,21.0
2026-07-02,NVDA,2026-07-31,CALL,280.0,20.0
2026-07-02,NVDA,2026-07-31,CALL,285.0,2.0
2026-07-02,NVDA,2026-07-31,CALL,290.0,2.0
2026-07-02,NVDA,2026-07-31,CALL,295.0,2.0
2026-07-02,NVDA,2026-07-31,CALL,300.0,23.0
2026-07-02,NVDA,2026-07-31,CALL,305.0,2.0
2026-07-02,NVDA,2026-07-31,CALL,310.0,80.0
2026-07-02,NVDA,2026-07-31,CALL,315.0,16.0
2026-07-02,NVDA,2026-07-31,CALL,320.0,4.0
2026-07-02,NVDA,2026-07-31,CALL,325.0,1.0
2026-07-02,NVDA,2026-07-31,CALL,330.0,1.0
2026-07-02,NVDA,2026-07-31,CALL,335.0,3.0
2026-07-02,NVDA,2026-07-31,CALL,340.0,1.0
2026-07-02,NVDA,2026-07-31,CALL,345.0,1.0
2026-07-02,NVDA,2026-07-31,CALL,350.0,2.0
2026-07-02,NVDA,2026-07-31,CALL,360.0,2.0
2026-07-02,NVDA,2026-07-31,CALL,380.0,13.0
2026-07-02,NVDA,2026-07-31,CALL,390.0,2.0
2026-07-02,NVDA,2026-07-31,CALL,400.0,17.0
2026-07-02,NVDA,2026-07-31,PUT,65.0,20.0
2026-07-02,NVDA,2026-07-31,PUT,70.0,3.0
2026-07-02,NVDA,2026-07-31,PUT,75.0,3.0
2026-07-02,NVDA,2026-07-31,PUT,80.0,16.0
2026-07-02,NVDA,2026-07-31,PUT,85.0,12.0
2026-07-02,NVDA,2026-07-31,PUT,90.0,5.0
2026-07-02,NVDA,2026-07-31,PUT,95.0,
2026-07-02,NVDA,2026-07-31,PUT,100.0,1783.0
2026-07-02,NVDA,2026-07-31,PUT,105.0,3.0
2026-07-02,NVDA,2026-07-31,PUT,110.0,1.0
2026-07-02,NVDA,2026-07-31,PUT,115.0,3.0
2026-07-02,NVDA,2026-07-31,PUT,120.0,2.0
2026-07-02,NVDA,2026-07-31,PUT,125.0,27.0
2026-07-02,NVDA,2026-07-31,PUT,130.0,36.0
2026-07-02,NVDA,2026-07-31,PUT,135.0,25.0
2026-07-02,NVDA,2026-07-31,PUT,140.0,8.0
2026-07-02,NVDA,2026-07-31,PUT,145.0,18.0
2026-07-02,NVDA,2026-07-31,PUT,150.0,179.0
2026-07-02,NVDA,2026-07-31,PUT,155.0,85.0
2026-07-02,NVDA,2026-07-31,PUT,160.0,166.0
2026-07-02,NVDA,2026-07-31,PUT,165.0,357.0
2026-07-02,NVDA,2026-07-31,PUT,170.0,881.0
2026-07-02,NVDA,2026-07-31,PUT,175.0,965.0
2026-07-02,NVDA,2026-07-31,PUT,180.0,1975.0
2026-07-02,NVDA,2026-07-31,PUT,185.0,1162.0
2026-07-02,NVDA,2026-07-31,PUT,190.0,1172.0
2026-07-02,NVDA,2026-07-31,PUT,195.0,992.0
2026-07-02,NVDA,2026-07-31,PUT,200.0,362.0
2026-07-02,NVDA,2026-07-31,PUT,205.0,120.0
2026-07-02,NVDA,2026-07-31,PUT,210.0,222.0
2026-07-02,NVDA,2026-07-31,PUT,215.0,14.0
2026-07-02,NVDA,2026-07-31,PUT,220.0,21.0
2026-07-02,NVDA,2026-07-31,PUT,225.0,11.0
2026-07-02,NVDA,2026-07-31,PUT,230.0,1.0
2026-07-02,NVDA,2026-07-31,PUT,235.0,4.0
2026-07-02,NVDA,2026-07-31,PUT,240.0,17.0
2026-07-02,NVDA,2026-07-31,PUT,245.0,41.0
2026-07-02,NVDA,2026-07-31,PUT,250.0,27.0
2026-07-02,NVDA,2026-07-31,PUT,255.0,
2026-07-02,NVDA,2026-07-31,PUT,260.0,2.0
2026-07-02,NVDA,2026-07-31,PUT,265.0,
2026-07-02,PLTR,2026-07-31,CALL,50.0,1.0
2026-07-02,PLTR,2026-07-31,CALL,60.0,45.0
2026-07-02,PLTR,2026-07-31,CALL,65.0,1.0
2026-07-02,PLTR,2026-07-31,CALL,70.0,
2026-07-02,PLTR,2026-07-31,CALL,75.0,
2026-07-02,PLTR,2026-07-31,CALL,80.0,4.0
2026-07-02,PLTR,2026-07-31,CALL,85.0,144.0
2026-07-02,PLTR,2026-07-31,CALL,90.0,144.0
2026-07-02,PLTR,2026-07-31,CALL,95.0,7.0
2026-07-02,PLTR,2026-07-31,CALL,100.0,37.0
2026-07-02,PLTR,2026-07-31,CALL,102.0,5.0
2026-07-02,PLTR,2026-07-31,CALL,103.0,1.0
2026-07-02,PLTR,2026-07-31,CALL,104.0,1.0
2026-07-02,PLTR,2026-07-31,CALL,105.0,14.0
2026-07-02,PLTR,2026-07-31,CALL,106.0,2.0
2026-07-02,PLTR,2026-07-31,CALL,107.0,33.0
2026-07-02,PLTR,2026-07-31,CALL,108.0,12.0
2026-07-02,PLTR,2026-07-31,CALL,109.0,44.0
2026-07-02,PLTR,2026-07-31,CALL,110.0,116.0
2026-07-02,PLTR,2026-07-31,CALL,111.0,10.0
2026-07-02,PLTR,2026-07-31,CALL,112.0,77.0
2026-07-02,PLTR,2026-07-31,CALL,113.0,11.0
2026-07-02,PLTR,2026-07-31,CALL,114.0,87.0
2026-07-02,PLTR,2026-07-31,CALL,115.0,242.0
2026-07-02,PLTR,2026-07-31,CALL,116.0,33.0
2026-07-02,PLTR,2026-07-31,CALL,117.0,208.0
2026-07-02,PLTR,2026-07-31,CALL,118.0,165.0
2026-07-02,PLTR,2026-07-31,CALL,119.0,74.0
2026-07-02,PLTR,2026-07-31,CALL,120.0,465.0
2026-07-02,PLTR,2026-07-31,CALL,121.0,148.0
2026-07-02,PLTR,2026-07-31,CALL,122.0,183.0
2026-07-02,PLTR,2026-07-31,CALL,123.0,112.0
2026-07-02,PLTR,2026-07-31,CALL,124.0,86.0
2026-07-02,PLTR,2026-07-31,CALL,125.0,593.0
2026-07-02,PLTR,2026-07-31,CALL,126.0,206.0
2026-07-02,PLTR,2026-07-31,CALL,127.0,422.0
2026-07-02,PLTR,2026-07-31,CALL,128.0,342.0
2026-07-02,PLTR,2026-07-31,CALL,129.0,122.0
2026-07-02,PLTR,2026-07-31,CALL,130.0,2066.0
2026-07-02,PLTR,2026-07-31,CALL,131.0,69.0
2026-07-02,PLTR,2026-07-31,CALL,132.0,121.0
2026-07-02,PLTR,2026-07-31,CALL,133.0,59.0
2026-07-02,PLTR,2026-07-31,CALL,134.0,100.0
2026-07-02,PLTR,2026-07-31,CALL,135.0,630.0
2026-07-02,PLTR,2026-07-31,CALL,136.0,73.0
2026-07-02,PLTR,2026-07-31,CALL,137.0,63.0
2026-07-02,PLTR,2026-07-31,CALL,138.0,166.0
2026-07-02,PLTR,2026-07-31,CALL,139.0,201.0
2026-07-02,PLTR,2026-07-31,CALL,140.0,1353.0
2026-07-02,PLTR,2026-07-31,CALL,141.0,123.0
2026-07-02,PLTR,2026-07-31,CALL,142.0,94.0
2026-07-02,PLTR,2026-07-31,CALL,143.0,91.0
2026-07-02,PLTR,2026-07-31,CALL,144.0,50.0
2026-07-02,PLTR,2026-07-31,CALL,145.0,684.0
2026-07-02,PLTR,2026-07-31,CALL,146.0,72.0
2026-07-02,PLTR,2026-07-31,CALL,147.0,108.0
2026-07-02,PLTR,2026-07-31,CALL,148.0,33.0
2026-07-02,PLTR,2026-07-31,CALL,150.0,685.0
2026-07-02,PLTR,2026-07-31,CALL,152.5,72.0
2026-07-02,PLTR,2026-07-31,CALL,155.0,542.0
2026-07-02,PLTR,2026-07-31,CALL,160.0,774.0
2026-07-02,PLTR,2026-07-31,CALL,165.0,156.0
2026-07-02,PLTR,2026-07-31,CALL,170.0,43.0
2026-07-02,PLTR,2026-07-31,CALL,175.0,47.0
2026-07-02,PLTR,2026-07-31,CALL,180.0,80.0
2026-07-02,PLTR,2026-07-31,CALL,185.0,23.0
2026-07-02,PLTR,2026-07-31,CALL,190.0,11.0
2026-07-02,PLTR,2026-07-31,CALL,195.0,12.0
2026-07-02,PLTR,2026-07-31,CALL,200.0,45.0
2026-07-02,PLTR,2026-07-31,CALL,205.0,15.0
2026-07-02,PLTR,2026-07-31,CALL,210.0,1.0
2026-07-02,PLTR,2026-07-31,CALL,215.0,
2026-07-02,PLTR,2026-07-31,CALL,220.0,8.0
2026-07-02,PLTR,2026-07-31,CALL,225.0,1.0
2026-07-02,PLTR,2026-07-31,CALL,230.0,1.0
2026-07-02,PLTR,2026-07-31,CALL,235.0,7.0
2026-07-02,PLTR,2026-07-31,CALL,240.0,2.0
2026-07-02,PLTR,2026-07-31,CALL,245.0,2.0
2026-07-02,PLTR,2026-07-31,CALL,250.0,3.0
2026-07-02,PLTR,2026-07-31,CALL,255.0,4.0
2026-07-02,PLTR,2026-07-31,CALL,260.0,4.0
2026-07-02,PLTR,2026-07-31,PUT,50.0,
2026-07-02,PLTR,2026-07-31,PUT,55.0,6.0
2026-07-02,PLTR,2026-07-31,PUT,60.0,415.0
2026-07-02,PLTR,2026-07-31,PUT,65.0,5.0
2026-07-02,PLTR,2026-07-31,PUT,70.0,5.0
2026-07-02,PLTR,2026-07-31,PUT,75.0,2.0
2026-07-02,PLTR,2026-07-31,PUT,80.0,6.0
2026-07-02,PLTR,2026-07-31,PUT,85.0,107.0
2026-07-02,PLTR,2026-07-31,PUT,90.0,169.0
2026-07-02,PLTR,2026-07-31,PUT,95.0,175.0
2026-07-02,PLTR,2026-07-31,PUT,100.0,557.0
2026-07-02,PLTR,2026-07-31,PUT,101.0,32.0
2026-07-02,PLTR,2026-07-31,PUT,102.0,45.0
2026-07-02,PLTR,2026-07-31,PUT,103.0,57.0
2026-07-02,PLTR,2026-07-31,PUT,104.0,126.0
2026-07-02,PLTR,2026-07-31,PUT,105.0,346.0
2026-07-02,PLTR,2026-07-31,PUT,106.0,230.0
2026-07-02,PLTR,2026-07-31,PUT,107.0,225.0
2026-07-02,PLTR,2026-07-31,PUT,108.0,15.0
2026-07-02,PLTR,2026-07-31,PUT,109.0,27.0
2026-07-02,PLTR,2026-07-31,PUT,110.0,480.0
2026-07-02,PLTR,2026-07-31,PUT,111.0,28.0
2026-07-02,PLTR,2026-07-31,PUT,112.0,33.0
2026-07-02,PLTR,2026-07-31,PUT,113.0,95.0
2026-07-02,PLTR,2026-07-31,PUT,114.0,19.0
2026-07-02,PLTR,2026-07-31,PUT,115.0,415.0
2026-07-02,PLTR,2026-07-31,PUT,116.0,29.0
2026-07-02,PLTR,2026-07-31,PUT,117.0,32.0
2026-07-02,PLTR,2026-07-31,PUT,118.0,99.0
2026-07-02,PLTR,2026-07-31,PUT,119.0,50.0
2026-07-02,PLTR,2026-07-31,PUT,120.0,277.0
2026-07-02,PLTR,2026-07-31,PUT,121.0,20.0
2026-07-02,PLTR,2026-07-31,PUT,122.0,40.0
2026-07-02,PLTR,2026-07-31,PUT,123.0,23.0
2026-07-02,PLTR,2026-07-31,PUT,124.0,100.0
2026-07-02,PLTR,2026-07-31,PUT,125.0,357.0
2026-07-02,PLTR,2026-07-31,PUT,126.0,76.0
2026-07-02,PLTR,2026-07-31,PUT,127.0,86.0
2026-07-02,PLTR,2026-07-31,PUT,128.0,29.0
2026-07-02,PLTR,2026-07-31,PUT,129.0,13.0
2026-07-02,PLTR,2026-07-31,PUT,130.0,73.0
2026-07-02,PLTR,2026-07-31,PUT,131.0,4.0
2026-07-02,PLTR,2026-07-31,PUT,132.0,2.0
2026-07-02,PLTR,2026-07-31,PUT,133.0,14.0
2026-07-02,PLTR,2026-07-31,PUT,134.0,1.0
2026-07-02,PLTR,2026-07-31,PUT,135.0,44.0
2026-07-02,PLTR,2026-07-31,PUT,136.0,1.0
2026-07-02,PLTR,2026-07-31,PUT,137.0,1.0
2026-07-02,PLTR,2026-07-31,PUT,138.0,1.0
2026-07-02,PLTR,2026-07-31,PUT,139.0,6.0
2026-07-02,PLTR,2026-07-31,PUT,140.0,7.0
2026-07-02,PLTR,2026-07-31,PUT,141.0,1.0
2026-07-02,PLTR,2026-07-31,PUT,142.0,1.0
2026-07-02,PLTR,2026-07-31,PUT,143.0,3.0
2026-07-02,PLTR,2026-07-31,PUT,144.0,21.0
2026-07-02,PLTR,2026-07-31,PUT,145.0,12.0
2026-07-02,PLTR,2026-07-31,PUT,146.0,3.0
2026-07-02,PLTR,2026-07-31,PUT,147.0,1.0
2026-07-02,PLTR,2026-07-31,PUT,148.0,2.0
2026-07-02,PLTR,2026-07-31,PUT,150.0,2.0
2026-07-02,PLTR,2026-07-31,PUT,152.5,1.0
2026-07-02,PLTR,2026-07-31,PUT,155.0,15.0
2026-07-02,PLTR,2026-07-31,PUT,160.0,1.0
2026-07-02,PLTR,2026-07-31,PUT,165.0,5.0
2026-07-02,PLTR,2026-07-31,PUT,170.0,2.0
2026-07-02,PLTR,2026-07-31,PUT,175.0,4.0
2026-07-02,PLTR,2026-07-31,PUT,180.0,3.0
2026-07-02,PLTR,2026-07-31,PUT,195.0,1.0
2026-07-02,QCOM,2026-07-31,CALL,120.0,5.0
2026-07-02,QCOM,2026-07-31,CALL,125.0,1.0
2026-07-02,QCOM,2026-07-31,CALL,130.0,11.0
2026-07-02,QCOM,2026-07-31,CALL,135.0,4.0
2026-07-02,QCOM,2026-07-31,CALL,140.0,4.0
2026-07-02,QCOM,2026-07-31,CALL,145.0,14.0
2026-07-02,QCOM,2026-07-31,CALL,150.0,6.0
2026-07-02,QCOM,2026-07-31,CALL,155.0,2.0
2026-07-02,QCOM,2026-07-31,CALL,160.0,1.0
2026-07-02,QCOM,2026-07-31,CALL,165.0,2.0
2026-07-02,QCOM,2026-07-31,CALL,170.0,4.0
2026-07-02,QCOM,2026-07-31,CALL,172.5,5.0
2026-07-02,QCOM,2026-07-31,CALL,175.0,4.0
